Year,Agency Name,Name of Donor (Individual or Firm),Type of Donation,Value of Donation
2019,Education (Department of),The Nest+M Parent Teacher Association Inc ; 01M539 The Nest+M Parent Teacher Association Inc ; PRIV PTA GRANT 01  0,Money,"$333,265.00"
2019,Education (Department of),The Nest+M Parent Teacher Association Inc ; 01M539 The Nest+M Parent Teacher Association Inc ; PRIV PTA GRANT 30  0,Money,"$333,265.00"
2019,Education (Department of),The New York City Department of Education  PS 185 Self-Sustaining Program ; After School Program at 20K185 ; SELF SUSTAINING 24 0,Money,"$10,000.00"
2019,Education (Department of),The New York City Department of Sanitation (DSNY) ; Zero Waste Schools Awards ; INTRA-CITY-20      0,Money,"$20,500.00"
2019,Education (Department of),The New York Community Trust ; 04M012 The New York Community Trust of Robert and Lynne Schwartz ; FOUNDATION GRNT 01 0,Money,"$20,000.00"
2019,Education (Department of),The PTA Assoc of the Center School ; 03M243 The PTA Assoc of the Center School ; PRIV PTA GRANT 01  0,Money,"$92,230.00"
2019,Education (Department of),The PTA Assoc. of the Center School ; 03M243 The PTA Assoc. of the Center School ; PRIV PTA GRANT 30  0,Money,"$92,230.00"
2019,Education (Department of),The River School PS281 PTA Assoc. ; 02M281 The River School PS281 PTA Assoc. ; PRIV PTA GRANT 20  0,Money,"$34,524.00"
2019,Education (Department of),The Snow Foundation award for 10X225 ; FOUNDATION GRNT 01 9,Money,"$8,000.00"
2019,Education (Department of),The Staten Island Foundation ; Project Spotlight Leadership Program at 31R061 ; FOUNDATION GRNT 05 9,Money,"$9,999.00"
2019,Education (Department of),Tiger Paws Academy at 31R039 ; SELF SUSTAINING 66 9,Money,"$483,745.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 1   ; NYSIP PLC 20       9,Money,"$111,682.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 10 ; NYSIP PLC 31       9,Money,"$129,999.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 13 ; NYSIP PLC 23       9,Money,"$130,000.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 15 ; NYSIP PLC 24       9,Money,"$130,000.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 2 ; NYSIP PLC 21       9,Money,"$129,768.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 21 ; NYSIP PLC 32       9,Money,"$130,000.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 22 ; NYSIP PLC 25       9,Money,"$130,000.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 24 ; NYSIP PLC 26       9,Money,"$129,180.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 27 ; NYSIP PLC 27       9,Money,"$260,000.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 28 ; NYSIP PLC 28       9,Money,"$129,996.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 3 ; NYSIP PLC 22       9,Money,"$129,999.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 30 ; NYSIP PLC 29       9,Money,"$130,000.00"
2019,Education (Department of),Title I NYS Integration Project Professional Learning Community (NYSIP PLC) Grant - District 31 ; NYSIP PLC 30       9,Money,"$130,000.00"
2019,Education (Department of),Title I School Improvement Grant - NYSIP PLC - District 15 ; TITLE I SIG 72     8,Money,"$65,000.00"
2019,Education (Department of),Title I School Improvement Grant - NYSIP PLC - District 22 ; TITLE I SIG 73     8,Money,"$64,999.00"
2019,Education (Department of),Title I School Improvement Grant - NYSIP PLC - District 24 ; TITLE I SIG 74     8,Money,"$65,000.00"
2019,Education (Department of),Title I School Improvement Grant 1003(a) FY18 ; TITLE I CORRECT 91 8,Money,"$168,120,000.00"
2019,Education (Department of),Title I School Improvement Grant 1003(a) FY20 ; SCHL IMPROVEMENT96 0,Money,"$8,792,355.00"
2019,Education (Department of),Title I School Improvement TSI/CSI Planning Grant ; TITLE I CORRECT 91 9,Money,"$3,499,999.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 01M292 ; COHORT 5 YR5  20   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 02M139 ; COHORT 5 YR5  21   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 07X369 ; COHORT 5 YR5  22   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 11X370 ; COHORT 5 YR5  24   9,Money,"$928,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 19K328 ; COHORT 5 YR5  28   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 19K510 ; COHORT 5 YR5  27   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 23K668 ; COHORT 5 YR5  29   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 27Q475 ; COHORT 5 YR5  30   9,Money,"$253,125.00"
2019,Education (Department of),Title I SIG Cohort 5 Award for 93M11A (Central) ; COHORT 5 YR5  31   9,Money,"$749,997.00"
2019,Education (Department of),Title I SIG Cohort 6 Award for 93M11A (Central) ; COHORT 6 YR4  78   9,Money,"$299,998.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 07X029 ; COHORT 7 YR3  81   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 07X031 ; COHORT 7 YR3  82   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 07X298 ; COHORT 7 YR3  79   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 08X452 ; COHORT 7 YR3  83   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 10X390 ; COHORT 7 YR3  93   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 10X459 ; COHORT 7 YR3  84   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 11X253 ; COHORT 7 YR3  97   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 11X287 ; COHORT 7 YR3  85   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 12X480 ; COHORT 7 YR3  99   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 13K616 ; COHORT 7 YR3  87   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 17K722 ; COHORT 7 YR3  88   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 19K325 ; COHORT 7 YR3  90   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 19K678 ; COHORT 7 YR3  89   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 23K664 ; COHORT 7 YR3  96   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 27Q183 ; COHORT 7 YR3  91   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 27Q260 ; COHORT 7 YR3  92   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 28Q338 ; COHORT 7 YR3  94   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 32K151 ; COHORT 7 YR3  95   9,Money,"$497,368.00"
2019,Education (Department of),Title I SIG Cohort 7 Award for 93M11A (Central) ; COHORT 7 YR3  00   9,Money,"$2,099,998.00"
2019,Education (Department of),Tottenville High School Band Parents ; Marching Band Program at 31R455 ; SELF SUSTAINING 75 9,Money,"$11,500.00"
2019,Education (Department of),Tribune ; PS 251K ; Fund for Public Schools ; FUNDS PUB SCHL 70  0,Money,"$11,000.00"
2019,Education (Department of),Troops to Teachers Grant ; ROTC  17           0,Money,"$378,055.00"
2019,Education (Department of),Turner Construction ; PS 645M - training ; Fund for Public Schools ; FUNDS PUB SCHL 42  0,Money,"$19,761.00"
2019,Education (Department of),Turner Construction ; PS 645M - Turner Training ; Fund for Public Schools ; FUNDS PUB SCHL 395 9,Money,"$14,821.00"
2019,Education (Department of),UFT ; 24Q071 UFT per diem ; PRIVATE GRANT  33  0,Money,"$10,893.03"
2019,Education (Department of),UFT ; UFT / D6 ELL Pilot Program ; STATE MISC. 01     9,Money,"$250,000.00"
2019,Education (Department of),US Air Force ; JROTC - Branch of Services is the Air Force - 19K583 ; ROTC  11           0,Money,"$113,643.00"
2019,Education (Department of),US Air Force JROTC ; Air Force JROTC Reimbursable Allocation for 31R440 ; ROTC  11           0,Money,"$127,837.40"
2019,Education (Department of),US Army ; JROTC Award for 10X439 ; ROTC  10           0,Money,"$126,594.00"
2019,Education (Department of),US Army JROTC ; Army JROTC Reimbursable Allocation for 10X439 ; ROTC  10           9,Money,"$119,221.25"
2019,Education (Department of),US Army JROTC ; Army JROTC Reimbursable Allocation for 31R445 (Port Richmond HS) ; ROTC  10           9,Money,"$63,818.17"
2019,Education (Department of),US Dept. of Education - Federal Grant ; D.14 Prof. Dev. in the Arts Grant/Urban Arts Partnership ; MISC FED GRANT 90  9,Money,"$320,066.00"
2019,Education (Department of),US Marine Corps JROTC ; Marine JROTC Reimbursable Allocation for 31R455 (Tottenville HS) ; ROTC  13           9,Money,"$129,911.94"
2019,Education (Department of),US Marines ; JROTC - Marines Branch of Service - 19K507 ; ROTC  13           0,Money,"$124,004.00"
2019,Education (Department of),US Navy ; 02M507 JROTC US Navy ; ROTC  16           0,Money,"$57,830.97"
2019,Education (Department of),US Navy ; 06M468 JROTC US Navy ; ROTC  14           0,Money,"$126,780.70"
2019,Education (Department of),USDOE ; Connected Learning Communities:Supporting Teacher Effectiveness and Student Achievement in the Arts ; MISC FED GRANT 90  0,Money,"$370,686.44"
2019,Education (Department of),USDOE ; Digital DELLTA Learning Communities ; MISC FED GRANT 90  0,Money,"$257,251.00"
2019,Education (Department of),USED ; 01M063 Ambassador Fellowship Program (USED) ; MISC FED GRANT 29  0,Money,"$26,011.77"
2019,Education (Department of),USED ; 01M063 Ambassador Fellowship Program (USED) ; MISC FED GRANT 29  9,Money,"$25,911.04"
2019,Education (Department of),USED ; 26Q430 Startalk K-Talk Seoul to Soul ; MISC FED GRANT 43  0,Money,"$60,747.00"
2019,Education (Department of),USED ; 29qs29 84.351C Future Arts Initiative ; MISC FED GRANT 91  0,Money,"$338,129.00"
2019,Education (Department of),USED ; Community School District 6 Magnet School Assistance Program #U165A170050 Year 3     ; MAGNET SCHOOLS-FED 0,Money,"$2,907,269.00"
2019,Education (Department of),USED ; D 28 magnet assistance grant ; MAGNET SCH FED 02  0,Money,"$2,872,269.00"
2019,Education (Department of),"USED ; D30  Roots, Routes & Rhythms: Integrating Social studies, Community Resources and the Arts ; MISC FED GRANT 90  0",Money,"$300,000.00"
2019,Education (Department of),CDA ; Fund for Public Schools ; FUNDS PUB SCHL 44  0,Money,"$68,762.00"
2019,Education (Department of),CS4All ; Fund for Public Schools ; FUNDS PUB SCHL 01  0,Money,"$16,724.00"
2019,Education (Department of),Miscelleneous Facilities Projects ; SELF SUSTAINING 70 0,Money,"$324,436.01"
2019,Education (Department of),Nursing program ; Fund for Public Schools ; FUNDS PUB SCHL 46  0,Money,"$12,000.00"
2019,Education (Department of),NYC Mentoring ; Fund for Public Schools ; FUNDS PUB SCHL 16  0,Money,"$157,551.00"
2019,Education (Department of),PS 15K - equipment ; Fund for Public Schools ; FUNDS PUB SCHL 33  0,Money,"$10,000.00"
2019,Education (Department of),PS 164Q - supplies ; Fund for Public Schools ; FUNDS PUB SCHL 40  0,Money,"$6,975.00"
2019,Education (Department of),PS 169Q - test prep ; Fund for Public Schools ; FUNDS PUB SCHL 385 9,Money,"$8,633.00"
2019,Education (Department of),PS 52M - Library ; Fund for Public Schools ; FUNDS PUB SCHL 54  0,Money,"$42,000.00"
2019,Education (Department of),PS 86X - Tech ; Fund for Public Schools ; FUNDS PUB SCHL 26  0,Money,"$100,000.00"
2019,Education (Department of),PS 8k - OTPS ; Fund for Public Schools ; FUNDS PUB SCHL 72  0,Money,"$14,658.00"
2019,Education (Department of),Various Wireless ; SELF SUSTAINING 15 9,Money,"$11,494.95"
2019,Education (Department of),VF Services (Vans) ; PS 614K - Music ; Fund for Public Schools ; FUNDS PUB SCHL 362 9,Money,"$10,000.00"
2019,Education (Department of),VF Services/Vans ; PS 549K - Music ; Fund for Public Schools ; FUNDS PUB SCHL 370 9,Money,"$7,278.00"
2019,Education (Department of),VFS ; PS 308K - music ; Fund for Public Schools ; FUNDS PUB SCHL 09  0,Money,"$7,907.00"
2019,Education (Department of),Voluntary After School Professional Development ; SELF SUSTAINING 15 0,Money,"$1,207,042.00"
2019,Education (Department of),WAD Productions ; PS 171M - Tech supplies ; Fund for Public Schools ; FUNDS PUB SCHL 376 9,Money,"$50,000.00"
2019,Education (Department of),Wagner Middle School 167 Parents Association ; 02M167 Wagner Middle School 167 Parents Association ; PRIV PTA GRANT 18  0,Money,"$100,000.00"
2019,Education (Department of),Walentas ; FUNDS PUB SCHL 11  9,Money,"$75,000.00"
2019,Education (Department of),Walter Brown Estate ; PS 485M - OTPS ; Fund for Public Schools ; FUNDS PUB SCHL 389 9,Money,"$101,251.00"
2019,Education (Department of),WESS PSAL Program ; PRIV PTA GRANT 21  9,Money,"$21,578.12"
2019,Education (Department of),West Village Residences ; PS 340M ; Fund for Public Schools ; FUNDS PUB SCHL 52  0,Money,"$33,000.00"
2019,Education (Department of),XQ Institute ; Imagine NYC Schools ; Fund for Public Schools ; FUNDS PUB SCHL 66  0,Money,"$216,240.00"
2019,Education (Department of),YMCA ; PS 449M - General support ; Fund for Public Schools ; FUNDS PUB SCHL 391 9,Money,"$10,000.00"
2019,Education (Department of),Yorkville Community School PS 151 Parent Teacher Association ; 02M151 Yorkville Community School PS 151 Parent Teacher Association ; PRIV PTA GRANT 05  0,Money,"$237,760.00"
2019,Education (Department of),Clinton School Parent Assocation,Money,"$8,000.00"
2019,Education (Department of),Big City Volleyball League,Money,"$15,000.00"
2019,Education (Department of),Friends of the High School for Environmental Studies,Money,"$5,000.00"
2019,Education (Department of),02M475 Parent Association,Money,"$24,195.00"
2019,Education (Department of),Regeneron Science Talent Search,Money,"$6,000.00"
2019,Education (Department of),The Carmel Hill Fund Education Program,Money,"$9,000.00"
2019,Education (Department of),Rockerfeller Philanthropy Advisors,Money,"$5,000.00"
2019,Education (Department of),Schoen Media Group,Money,"$5,000.00"
2019,Education (Department of),Student Leadership Network,Money,"$5,500.00"
2019,Education (Department of),Dollar General Literacy Foundation,Money,"$8,000.00"
2019,Education (Department of),Helene Mattera,Money,"$5,000.00"
2019,Employees' Retirement System,No donations to report,,
2019,Environmental Control Board,No donations to report,,
2019,Environmental Protection (Department of),Asian Development Bank,Money,"$5,162.79"
2019,Environmental Protection (Department of),Global Water Leaders,Money,"$9,263.28"
2019,Environmental Protection (Department of),New York Water Environment Association,Money,"$27,684.92"
2019,Environmental Protection (Department of),Water Research Foundation,Money,"$5,801.61"
2019,Environmental Protection (Department of),American Water Works Association,Money,"$6,712.99"
2019,Environmental Protection (Department of),"Estate of Elliot Hoffman (Nancy B. Hoffman, Executor)",In-Kind,"$43,000.00"
2019,Equal Employment Practices Commission,No donations to report,,
2019,Financial Information Services Agency / Office of Payroll Administration,No donations to report,,
2019,Fire Department,FDNY Foundation,Both,"$1,000,000.00"
2019,Fire Department,"Nike, Inc.",In-Kind,"$40,000.00"
2019,Housing Authority,No donations to report,,
2019,Housing Preservation and Development (Department of),"Enterprise Community Partners, Inc.",In Kind,"$6,035.25"
2019,Housing Preservation and Development (Department of),International Urban Cooperation Program,In Kind,"$20,422.24"
2019,Housing Preservation and Development (Department of),Mayor's Fund to Advance New York City,In Kind,"$10,156.56"
2019,Housing Preservation and Development (Department of),Mayor's Fund to Advance New York City,Money,"$3,416.71"
2019,Housing Preservation and Development (Department of),New York State Association for Affordable Housing,In Kind,"$38,300.00"
2019,Housing Preservation and Development (Department of),Supportive Housing Network of New York,In Kind,"$7,200.00"
2019,Human Rights Commission,No donations to report,,
2019,Independent Budget Office,No donations to report,,
2019,Information Technology and Telecommunications (Department of),No donations to report,,
2019,Labor Relations (Office of),No donations to report,,
2019,Landmarks Preservation Commission,The Durst Organization,In-Kind,"$59,172.00"
